kernel,requested_ratio,actual_allocation_ratio,tenant_requested_bytes,block,policy,high_s,low_s,both_finished_s,high_kernel_ms,low_kernel_ms,release_skew_us,source
hotspot,1.0,0.9991912455985659,16834658304,4,baseline,18.422645,18.670885,18.670885,3991.33,3909.54,0.95367431640625,hotspot/ratio-1.0/combined_20260908_042129/block04_baseline
hotspot,1.0,0.9991912455985659,16834658304,4,sched_only,3.509809,5.321615,5.321615,344.464,344.666,1.9073486328125,hotspot/ratio-1.0/combined_20260908_042129/block04_sched_only
hotspot,1.0,0.9991912455985659,16834658304,4,prefetch_only,5.002036,6.415873,6.415873,809.873,344.56,0.95367431640625,hotspot/ratio-1.0/combined_20260908_042129/block04_prefetch_only
hotspot,1.0,0.9991912455985659,16834658304,4,memory_only,5.063944,6.465749,6.465749,809.417,344.63,2.86102294921875,hotspot/ratio-1.0/combined_20260908_042129/block04_memory_only
hotspot,1.2,1.1996455495150393,20201590784,0,baseline,56.491869,56.743917,56.743917,15602.8,15564.6,1.1920928955078125,hotspot/ratio-1.2/combined_20260908_050912/block00_baseline
hotspot,1.2,1.1996455495150393,20201590784,0,sched_only,3.960838,6.122977,6.122977,413.631,413.72,1.9073486328125,hotspot/ratio-1.2/combined_20260908_050912/block00_sched_only
hotspot,1.2,1.1996455495150393,20201590784,0,prefetch_only,25.2184,26.901608,26.901608,13072.2,413.635,1.9073486328125,hotspot/ratio-1.2/combined_20260908_050912/block00_prefetch_only
hotspot,1.2,1.1996455495150393,20201590784,0,memory_only,24.148292,25.872082,25.872082,15661.9,413.893,2.1457672119140625,hotspot/ratio-1.2/combined_20260908_050912/block00_memory_only
hotspot,1.2,1.1996455495150393,20201590784,0,combined,3.544491,6.554968,6.554968,413.76,413.752,2.1457672119140625,hotspot/ratio-1.2/combined_20260908_050912/block00_combined
hotspot,1.2,1.1996455495150393,20201590784,1,sched_only,3.959643,6.116028,6.116028,413.676,413.739,1.9073486328125,hotspot/ratio-1.2/combined_20260908_050912/block01_sched_only
hotspot,1.2,1.1996455495150393,20201590784,1,prefetch_only,23.191431,24.90359,24.90359,15827.9,413.719,0.95367431640625,hotspot/ratio-1.2/combined_20260908_050912/block01_prefetch_only
hotspot,1.2,1.1996455495150393,20201590784,1,memory_only,25.070825,26.767407,26.767407,13174.5,413.873,3.0994415283203125,hotspot/ratio-1.2/combined_20260908_050912/block01_memory_only
hotspot,1.2,1.1996455495150393,20201590784,1,combined,3.576821,6.520019,6.520019,413.863,413.951,1.9073486328125,hotspot/ratio-1.2/combined_20260908_050912/block01_combined
hotspot,1.2,1.1996455495150393,20201590784,1,baseline,56.337796,56.577712,56.577712,15591.5,15587.3,2.1457672119140625,hotspot/ratio-1.2/combined_20260908_050912/block01_baseline
hotspot,1.2,1.1996455495150393,20201590784,2,prefetch_only,24.82619,26.527687,26.527687,14758.4,413.799,0.95367431640625,hotspot/ratio-1.2/combined_20260908_050912/block02_prefetch_only
hotspot,1.2,1.1996455495150393,20201590784,2,memory_only,24.899645,26.586092,26.586092,14795.5,413.692,2.1457672119140625,hotspot/ratio-1.2/combined_20260908_050912/block02_memory_only
hotspot,1.2,1.1996455495150393,20201590784,2,combined,3.58242,6.531019,6.531019,413.588,413.797,1.9073486328125,hotspot/ratio-1.2/combined_20260908_050912/block02_combined
hotspot,1.2,1.1996455495150393,20201590784,2,baseline,56.874345,56.629829,56.874345,15768.9,15690.3,0.95367431640625,hotspot/ratio-1.2/combined_20260908_050912/block02_baseline
hotspot,1.2,1.1996455495150393,20201590784,2,sched_only,3.968217,6.131485,6.131485,413.629,413.68,3.0994415283203125,hotspot/ratio-1.2/combined_20260908_050912/block02_sched_only
hotspot,1.2,1.1996455495150393,20201590784,3,memory_only,24.761147,26.454299,26.454299,14890.8,413.6,1.9073486328125,hotspot/ratio-1.2/combined_20260908_050912/block03_memory_only
hotspot,1.2,1.1996455495150393,20201590784,3,combined,3.569654,6.532246,6.532246,413.498,413.602,2.86102294921875,hotspot/ratio-1.2/combined_20260908_050912/block03_combined
hotspot,1.2,1.1996455495150393,20201590784,3,baseline,56.628848,56.866306,56.866306,15737.4,15660.4,0.95367431640625,hotspot/ratio-1.2/combined_20260908_050912/block03_baseline
hotspot,1.2,1.1996455495150393,20201590784,3,sched_only,3.975794,6.128876,6.128876,413.606,413.751,1.9073486328125,hotspot/ratio-1.2/combined_20260908_050912/block03_sched_only
hotspot,1.2,1.1996455495150393,20201590784,3,prefetch_only,24.695052,26.422368,26.422368,13785.4,413.945,3.0994415283203125,hotspot/ratio-1.2/combined_20260908_050912/block03_prefetch_only
hotspot,1.2,1.1996455495150393,20201590784,4,combined,3.562869,6.509641,6.509641,413.793,413.788,0.95367431640625,hotspot/ratio-1.2/combined_20260908_050912/block04_combined
hotspot,1.2,1.1996455495150393,20201590784,4,baseline,56.742568,56.506234,56.742568,15564.5,15634.6,0.95367431640625,hotspot/ratio-1.2/combined_20260908_050912/block04_baseline
hotspot,1.2,1.1996455495150393,20201590784,4,sched_only,3.984622,6.123838,6.123838,413.543,413.701,1.9073486328125,hotspot/ratio-1.2/combined_20260908_050912/block04_sched_only
hotspot,1.2,1.1996455495150393,20201590784,4,prefetch_only,24.966125,26.65239,26.65239,13521.8,413.607,2.1457672119140625,hotspot/ratio-1.2/combined_20260908_050912/block04_prefetch_only
hotspot,1.2,1.1996455495150393,20201590784,4,memory_only,25.983705,27.666456,27.666456,13210.3,413.86,2.1457672119140625,hotspot/ratio-1.2/combined_20260908_050912/block04_memory_only
hotspot,1.5,1.4999344894336384,25251987456,0,baseline,166.971982,167.243577,167.243577,53147.9,53091.7,0.95367431640625,hotspot/ratio-1.5/combined_20260908_061528/block00_baseline
hotspot,1.5,1.4999344894336384,25251987456,0,sched_only,4.53893,7.154389,7.154389,516.928,517.136,1.9073486328125,hotspot/ratio-1.5/combined_20260908_061528/block00_sched_only
hotspot,1.5,1.4999344894336384,25251987456,0,prefetch_only,76.249792,78.469742,78.469742,23844.1,517.123,2.1457672119140625,hotspot/ratio-1.5/combined_20260908_061528/block00_prefetch_only
hotspot,1.5,1.4999344894336384,25251987456,0,memory_only,76.000589,78.202979,78.202979,23659.7,517.017,2.86102294921875,hotspot/ratio-1.5/combined_20260908_061528/block00_memory_only
hotspot,1.5,1.4999344894336384,25251987456,0,combined,4.023594,7.616291,7.616291,516.955,517.065,5.0067901611328125,hotspot/ratio-1.5/combined_20260908_061528/block00_combined
hotspot,1.5,1.4999344894336384,25251987456,1,sched_only,4.5448,7.160646,7.160646,517.094,517.187,2.86102294921875,hotspot/ratio-1.5/combined_20260908_061528/block01_sched_only
hotspot,1.5,1.4999344894336384,25251987456,1,prefetch_only,76.349726,78.523577,78.523577,23686.9,516.804,3.0994415283203125,hotspot/ratio-1.5/combined_20260908_061528/block01_prefetch_only
hotspot,1.5,1.4999344894336384,25251987456,1,memory_only,76.265765,78.467326,78.467326,23560.6,516.948,2.86102294921875,hotspot/ratio-1.5/combined_20260908_061528/block01_memory_only
hotspot,1.5,1.4999344894336384,25251987456,1,combined,4.037846,7.622634,7.622634,516.873,517.145,1.9073486328125,hotspot/ratio-1.5/combined_20260908_061528/block01_combined
hotspot,1.5,1.4999344894336384,25251987456,1,baseline,167.815772,167.575396,167.815772,53225.5,53216.5,0.95367431640625,hotspot/ratio-1.5/combined_20260908_061528/block01_baseline
hotspot,1.5,1.4999344894336384,25251987456,2,prefetch_only,76.295394,78.481753,78.481753,23631.9,517.097,4.0531158447265625,hotspot/ratio-1.5/combined_20260908_061528/block02_prefetch_only
hotspot,1.5,1.4999344894336384,25251987456,2,memory_only,76.103248,78.304769,78.304769,23760.1,517.107,1.9073486328125,hotspot/ratio-1.5/combined_20260908_061528/block02_memory_only
hotspot,1.5,1.4999344894336384,25251987456,2,combined,3.980418,7.566414,7.566414,516.934,517.144,0.95367431640625,hotspot/ratio-1.5/combined_20260908_061528/block02_combined
hotspot,1.5,1.4999344894336384,25251987456,2,baseline,166.787228,167.030176,167.030176,52905.9,52851.2,0.95367431640625,hotspot/ratio-1.5/combined_20260908_061528/block02_baseline
hotspot,1.5,1.4999344894336384,25251987456,2,sched_only,4.547653,7.173396,7.173396,516.822,517.024,0.95367431640625,hotspot/ratio-1.5/combined_20260908_061528/block02_sched_only
hotspot,1.5,1.4999344894336384,25251987456,3,memory_only,76.50262,78.704394,78.704394,23765.9,517.198,1.9073486328125,hotspot/ratio-1.5/combined_20260908_061528/block03_memory_only
hotspot,1.5,1.4999344894336384,25251987456,3,combined,4.0135,7.593909,7.593909,516.967,517.23,3.0994415283203125,hotspot/ratio-1.5/combined_20260908_061528/block03_combined
hotspot,1.5,1.4999344894336384,25251987456,3,baseline,167.79538,168.049482,168.049482,53282.7,53197.6,0.95367431640625,hotspot/ratio-1.5/combined_20260908_061528/block03_baseline
hotspot,1.5,1.4999344894336384,25251987456,3,sched_only,4.549105,7.165166,7.165166,516.855,516.979,2.1457672119140625,hotspot/ratio-1.5/combined_20260908_061528/block03_sched_only
hotspot,1.5,1.4999344894336384,25251987456,3,prefetch_only,75.360379,77.548453,77.548453,23431.9,517.12,4.0531158447265625,hotspot/ratio-1.5/combined_20260908_061528/block03_prefetch_only
hotspot,1.5,1.4999344894336384,25251987456,4,combined,4.001441,7.577527,7.577527,516.975,517.311,3.0994415283203125,hotspot/ratio-1.5/combined_20260908_061528/block04_combined
hotspot,1.5,1.4999344894336384,25251987456,4,baseline,167.003414,167.237531,167.237531,52856.3,52820.4,0.95367431640625,hotspot/ratio-1.5/combined_20260908_061528/block04_baseline
hotspot,1.5,1.4999344894336384,25251987456,4,sched_only,4.546191,7.142063,7.142063,516.734,516.996,1.9073486328125,hotspot/ratio-1.5/combined_20260908_061528/block04_sched_only
hotspot,1.5,1.4999344894336384,25251987456,4,prefetch_only,75.734692,77.917831,77.917831,23483.8,517.13,3.0994415283203125,hotspot/ratio-1.5/combined_20260908_061528/block04_prefetch_only
hotspot,1.5,1.4999344894336384,25251987456,4,memory_only,75.356225,77.537785,77.537785,23633.1,517.151,1.9073486328125,hotspot/ratio-1.5/combined_20260908_061528/block04_memory_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,0,baseline,27.758667,27.495955,27.758667,7711.17,7712.4,0.95367431640625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block00_baseline
kmeans_sparse,0.8,0.8000000178679005,13467726848,0,sched_only,14.848789,26.582074,26.582074,3697.21,3693.77,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block00_sched_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,0,prefetch_only,27.042828,27.969746,27.969746,7703.88,6939.64,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block00_prefetch_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,0,memory_only,27.09282,28.023088,28.023088,7711.17,6942.96,2.1457672119140625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block00_memory_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,0,combined,14.634091,26.806348,26.806348,3700.15,3696.04,4.0531158447265625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block00_combined
kmeans_sparse,0.8,0.8000000178679005,13467726848,1,sched_only,14.845042,26.606485,26.606485,3703.19,3699.85,2.86102294921875,kmeans_sparse/ratio-0.8/combined_20260908_040936/block01_sched_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,1,prefetch_only,27.088939,28.012995,28.012995,7698.74,6932.51,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block01_prefetch_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,1,memory_only,27.178064,28.095326,28.095326,7724.47,6965.44,3.0994415283203125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block01_memory_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,1,combined,14.632095,26.801232,26.801232,3697.54,3694.01,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block01_combined
kmeans_sparse,0.8,0.8000000178679005,13467726848,1,baseline,27.693249,27.456271,27.693249,7694.18,7703.91,0.95367431640625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block01_baseline
kmeans_sparse,0.8,0.8000000178679005,13467726848,2,prefetch_only,27.090588,28.04213,28.04213,7706.4,6913.82,2.1457672119140625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block02_prefetch_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,2,memory_only,27.039,27.954702,27.954702,7699.42,6946.55,3.0994415283203125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block02_memory_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,2,combined,14.659523,26.856154,26.856154,3696.72,3693.75,3.0994415283203125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block02_combined
kmeans_sparse,0.8,0.8000000178679005,13467726848,2,baseline,27.645146,27.413712,27.645146,7674.1,7687.31,0.95367431640625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block02_baseline
kmeans_sparse,0.8,0.8000000178679005,13467726848,2,sched_only,14.85117,26.645782,26.645782,3706.92,3704.79,2.1457672119140625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block02_sched_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,3,memory_only,27.052465,27.993871,27.993871,7704.3,6925.49,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block03_memory_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,3,combined,14.6281,26.875281,26.875281,3706.65,3704.52,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block03_combined
kmeans_sparse,0.8,0.8000000178679005,13467726848,3,baseline,27.71156,27.473182,27.71156,7697.47,7702.35,0.95367431640625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block03_baseline
kmeans_sparse,0.8,0.8000000178679005,13467726848,3,sched_only,14.843686,26.594889,26.594889,3705.84,3701.98,2.1457672119140625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block03_sched_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,3,prefetch_only,27.094976,27.993752,27.993752,7698.78,6966.52,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block03_prefetch_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,4,combined,14.632613,26.837204,26.837204,3706.93,3702.93,2.1457672119140625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block04_combined
kmeans_sparse,0.8,0.8000000178679005,13467726848,4,baseline,27.75968,27.517274,27.75968,7709.97,7720.51,0.95367431640625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block04_baseline
kmeans_sparse,0.8,0.8000000178679005,13467726848,4,sched_only,14.856083,26.619116,26.619116,3706.13,3703.71,4.0531158447265625,kmeans_sparse/ratio-0.8/combined_20260908_040936/block04_sched_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,4,prefetch_only,27.063349,27.996338,27.996338,7695.37,6925.74,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block04_prefetch_only
kmeans_sparse,0.8,0.8000000178679005,13467726848,4,memory_only,27.05378,28.035808,28.035808,7703.68,6893.03,1.9073486328125,kmeans_sparse/ratio-0.8/combined_20260908_040936/block04_memory_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,0,baseline,124.003057,123.438781,124.003057,39906.6,40072.7,0.0,kmeans_sparse/ratio-1.0/combined_20260908_044208/block00_baseline
kmeans_sparse,1.0,0.9999997566924184,16834658304,0,sched_only,18.182569,32.861335,32.861335,4631.11,4627.67,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block00_sched_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,0,prefetch_only,46.846363,53.073846,53.073846,13705.4,4616.81,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block00_prefetch_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,0,memory_only,49.204381,55.94815,55.94815,15704.0,4622.8,3.0994415283203125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block00_memory_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,0,combined,17.968372,33.193823,33.193823,4635.07,4637.56,3.0994415283203125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block00_combined
kmeans_sparse,1.0,0.9999997566924184,16834658304,1,sched_only,18.183258,32.849653,32.849653,4633.86,4630.94,2.1457672119140625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block01_sched_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,1,prefetch_only,49.011744,55.310568,55.310568,14870.5,4635.65,2.1457672119140625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block01_prefetch_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,1,memory_only,48.350278,56.208318,56.208318,15154.3,4630.26,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block01_memory_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,1,combined,17.929939,33.154833,33.154833,4626.9,4633.24,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block01_combined
kmeans_sparse,1.0,0.9999997566924184,16834658304,1,baseline,124.297315,123.659321,124.297315,39764.6,40214.7,0.95367431640625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block01_baseline
kmeans_sparse,1.0,0.9999997566924184,16834658304,2,prefetch_only,50.721147,56.052264,56.052264,15234.5,4620.97,2.1457672119140625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block02_prefetch_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,2,memory_only,51.464906,57.294963,57.294963,16636.3,4624.64,2.86102294921875,kmeans_sparse/ratio-1.0/combined_20260908_044208/block02_memory_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,2,combined,17.942305,33.179923,33.179923,4629.17,4633.44,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block02_combined
kmeans_sparse,1.0,0.9999997566924184,16834658304,2,baseline,124.197948,123.598704,124.197948,39695.3,40006.0,0.95367431640625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block02_baseline
kmeans_sparse,1.0,0.9999997566924184,16834658304,2,sched_only,18.186962,32.805212,32.805212,4624.62,4623.32,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block02_sched_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,3,memory_only,51.034999,59.664511,59.664511,15188.1,4640.0,3.0994415283203125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block03_memory_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,3,combined,17.932644,33.166982,33.166982,4631.55,4635.06,0.95367431640625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block03_combined
kmeans_sparse,1.0,0.9999997566924184,16834658304,3,baseline,124.107912,123.536924,124.107912,39887.0,40188.9,0.95367431640625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block03_baseline
kmeans_sparse,1.0,0.9999997566924184,16834658304,3,sched_only,18.187684,32.832637,32.832637,4627.33,4625.19,2.1457672119140625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block03_sched_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,3,prefetch_only,50.974454,57.677649,57.677649,15173.4,4628.77,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block03_prefetch_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,4,combined,17.90897,33.079834,33.079834,4615.85,4613.08,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block04_combined
kmeans_sparse,1.0,0.9999997566924184,16834658304,4,baseline,124.02352,124.590006,124.590006,40252.9,39932.0,1.1920928955078125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block04_baseline
kmeans_sparse,1.0,0.9999997566924184,16834658304,4,sched_only,18.161016,32.842718,32.842718,4629.35,4626.79,1.9073486328125,kmeans_sparse/ratio-1.0/combined_20260908_044208/block04_sched_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,4,prefetch_only,53.356702,59.200649,59.200649,17318.7,4619.28,2.1457672119140625,kmeans_sparse/ratio-1.0/combined_20260908_044208/block04_prefetch_only
kmeans_sparse,1.0,0.9999997566924184,16834658304,4,memory_only,48.023622,55.908701,55.908701,15037.8,4631.03,2.86102294921875,kmeans_sparse/ratio-1.0/combined_20260908_044208/block04_memory_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,0,baseline,150.142977,150.499307,150.499307,48178.9,48014.1,0.95367431640625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block00_baseline
kmeans_sparse,1.2,1.2000002729606931,20201590784,0,sched_only,21.49932,39.030528,39.030528,5547.03,5542.73,3.0994415283203125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block00_sched_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,0,prefetch_only,81.720864,93.289815,93.289815,28422.0,5548.7,0.95367431640625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block00_prefetch_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,0,memory_only,81.308492,93.415995,93.415995,28532.9,5540.11,4.0531158447265625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block00_memory_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,0,combined,21.216688,39.458338,39.458338,5551.92,5548.49,1.9073486328125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block00_combined
kmeans_sparse,1.2,1.2000002729606931,20201590784,1,sched_only,21.514133,39.107346,39.107346,5556.08,5559.41,1.9073486328125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block01_sched_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,1,prefetch_only,81.008033,93.367951,93.367951,26429.6,5548.79,1.9073486328125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block01_prefetch_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,1,memory_only,76.288761,89.333563,89.333563,23729.0,5540.34,2.1457672119140625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block01_memory_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,1,combined,21.258209,39.456017,39.456017,5550.86,5548.9,1.9073486328125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block01_combined
kmeans_sparse,1.2,1.2000002729606931,20201590784,1,baseline,148.56295,148.862627,148.862627,47614.3,47613.2,0.95367431640625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block01_baseline
kmeans_sparse,1.2,1.2000002729606931,20201590784,2,prefetch_only,81.629055,93.59835,93.59835,26746.9,5551.54,2.1457672119140625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block02_prefetch_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,2,memory_only,77.592638,89.881232,89.881232,24439.9,5562.34,0.95367431640625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block02_memory_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,2,combined,21.242229,39.474808,39.474808,5552.18,5550.66,1.9073486328125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block02_combined
kmeans_sparse,1.2,1.2000002729606931,20201590784,2,baseline,150.155143,149.855181,150.155143,48195.6,48282.8,0.95367431640625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block02_baseline
kmeans_sparse,1.2,1.2000002729606931,20201590784,2,sched_only,21.499647,39.000238,39.000238,5549.63,5543.59,1.9073486328125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block02_sched_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,3,memory_only,76.917064,90.03989,90.03989,23824.9,5544.9,1.9073486328125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block03_memory_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,3,combined,21.226484,39.458912,39.458912,5555.35,5550.94,3.0994415283203125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block03_combined
kmeans_sparse,1.2,1.2000002729606931,20201590784,3,baseline,150.927683,150.643693,150.927683,47899.0,47893.1,0.95367431640625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block03_baseline
kmeans_sparse,1.2,1.2000002729606931,20201590784,3,sched_only,21.535176,39.083405,39.083405,5554.09,5550.03,3.0994415283203125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block03_sched_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,3,prefetch_only,76.502525,89.631345,89.631345,23624.5,5556.6,3.0994415283203125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block03_prefetch_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,4,combined,21.350828,39.623625,39.623625,5561.76,5556.4,1.9073486328125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block04_combined
kmeans_sparse,1.2,1.2000002729606931,20201590784,4,baseline,149.59619,149.324931,149.59619,47970.3,47993.6,0.95367431640625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block04_baseline
kmeans_sparse,1.2,1.2000002729606931,20201590784,4,sched_only,21.525281,39.047462,39.047462,5547.66,5542.75,2.1457672119140625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block04_sched_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,4,prefetch_only,76.3863,89.443955,89.443955,24063.4,5540.22,2.1457672119140625,kmeans_sparse/ratio-1.2/combined_20260908_054042/block04_prefetch_only
kmeans_sparse,1.2,1.2000002729606931,20201590784,4,memory_only,80.413523,92.788982,92.788982,26106.3,5553.38,3.0994415283203125,kmeans_sparse/ratio-1.2/combined_20260908_054042/block04_memory_only
